Age,Gender,Occupation,Employment Type,Education,Annual Income,Monthly Income,Monthly Expenses,Credit Score,Loan Amount,Existing Loans,Debt Ratio,Years of Employment,Marital Status,Residence Type,Dependents,Bank Balance,Savings,Investment,Loan History,Credit History,Approval Status
49,Male,Accountant,Full-time,Bachelor,64965,5413.75,1789.92,715,15525,0,0.3306,22.2,Married,Rented,1,8716.0,6679,10258,None,Good,Approved
46,Female,Sales Executive,Full-time,Bachelor,54958,4579.83,1872.57,525,12063,0,0.4089,2.2,Married,Rented,0,20262.0,8743,5527,Bad,Good,Rejected
30,Male,Sales Executive,Full-time,High School,32173,2681.08,1380.18,681,17093,1,0.6501,5.7,Married,Rented,1,1252.0,867,6118,None,Good,Approved
46,Male,Accountant,Self-employed,Bachelor,61212,5101.0,2720.52,747,10403,4,,13.4,Married,Rented,1,3773.0,1754,15638,Good,Good,Approved
54,Other,Teacher,Full-time,Bachelor,66539,5544.92,1553.5,520,16295,0,0.2802,20.6,Married,Rented,2,16208.0,8755,3728,Bad,Bad,Rejected
71,Other,Retired,Unemployed,High School,22066,1838.83,609.67,566,15182,1,0.5287,0.0,Married,Rented,3,2330.0,1358,7,None,Bad,Rejected
61,Female,Student,Full-time,Bachelor,12560,1046.67,803.43,359,4745,3,1.4345,9.3,Divorced,Owned,0,7670.0,3459,122,Bad,Bad,Rejected
27,Female,Manager,Full-time,High School,58687,4890.58,2238.97,594,17302,2,0.5361,3.9,Married,Rented,0,17242.0,13642,128,Bad,Bad,Rejected
24,Male,Student,Part-time,High School,12716,1059.67,836.18,777,3841,0,0.7891,0.0,Single,Owned,0,597.0,427,836,Good,Good,Approved
73,Male,Retired,Unemployed,High School,30298,2524.83,776.09,445,4385,1,0.3936,0.0,Married,Owned,2,11433.0,3490,1344,Bad,Bad,Rejected
70,Female,Retired,Unemployed,High School,27051,2254.25,1142.66,615,5610,0,0.5069,0.0,Widowed,Owned,2,3064.0,920,3412,Good,Good,Approved
65,Female,Self-Employed,Full-time,Bachelor,69759,5813.25,2992.63,608,28008,2,0.6417,9.6,Married,Owned,0,4456.0,2515,3444,Good,None,Approved
31,Male,Sales Executive,Self-employed,High School,34542,2878.5,976.02,416,11211,0,0.3391,6.3,Married,With Parents,0,,831,1980,Bad,None,Rejected
49,Male,Manager,Full-time,PhD,155612,12967.67,6445.93,632,93127,2,0.5555,5.7,Divorced,Owned,3,2219.0,1519,772,Good,Good,Approved
56,Male,Manager,Full-time,Bachelor,94267,7855.58,2808.15,408,34417,3,0.5031,6.5,Married,Owned,3,9488.0,4780,13145,None,Bad,Rejected
45,Female,Student,Full-time,High School,12325,1027.08,913.61,579,4301,4,2.1818,12.2,Married,Mortgaged,0,625.0,358,1398,Bad,Bad,Rejected
41,Female,Self-Employed,Full-time,Bachelor,64001,5333.42,2287.68,546,16017,2,0.5696,3.0,Single,Rented,2,1355.0,715,5687,Bad,Bad,Rejected
56,Female,,Full-time,Master,107493,8957.75,2976.79,572,68427,0,0.3323,12.5,Married,Rented,1,6515.0,1973,39,Bad,Bad,Rejected
30,Male,Accountant,Full-time,Bachelor,68950,5745.83,1872.57,625,50245,0,0.3259,6.1,Single,Rented,0,9568.0,4264,2553,None,Good,Approved
57,Other,Self-Employed,Full-time,High School,28062,2338.5,1269.07,714,19930,1,0.6711,3.0,Widowed,Rented,0,,3956,5139,None,Good,Approved
29,Female,Sales Executive,Part-time,Master,83628,6969.0,3545.48,610,35614,1,0.5528,1.5,Married,Owned,0,2209.0,1398,12493,Good,None,Approved
44,Male,Nurse,Full-time,Bachelor,62771,5230.92,2578.53,752,46124,0,0.4929,14.4,Married,Owned,0,14226.0,8665,6419,Good,Good,Approved
55,Male,Sales Executive,Full-time,High School,34994,2916.17,841.04,745,14376,0,0.2884,2.6,Married,Mortgaged,1,5951.0,2043,5921,Good,Good,Approved
69,Male,Teacher,Full-time,High School,35927,2993.92,1426.77,454,13148,3,0.758,18.5,Single,Owned,0,5634.0,4153,1211,Bad,Bad,Rejected
55,Male,Nurse,Full-time,Bachelor,55793,4649.42,1461.6,674,35923,2,0.3913,17.6,Married,Owned,0,1056.0,635,6369,None,None,Approved
68,Female,Retired,Unemployed,High School,27714,2309.5,1254.56,658,7071,0,0.5432,0.0,Married,Rented,1,2776.0,1660,4209,Good,Good,Approved
56,Male,Software Engineer,Part-time,Master,114345,9528.75,2531.09,690,85846,0,0.2656,1.1,Married,Owned,0,30691.0,12267,14600,Good,Good,Approved
38,Female,Teacher,Full-time,Bachelor,75576,6298.0,2239.83,849,20384,1,0.3945,0.7,Married,Rented,2,7119.0,5282,11575,Good,Good,Approved
69,Male,Retired,Unemployed,Master,23820,1985.0,751.51,718,17528,2,0.5694,0.0,Married,Mortgaged,0,8026.0,3773,3944,Good,Bad,Rejected
59,Male,Sales Executive,Full-time,Bachelor,64830,5402.5,2686.45,704,34397,1,0.5443,7.7,Married,Mortgaged,1,31015.0,10247,4985,Good,Good,Approved
52,Male,Manager,Part-time,High School,53831,4485.92,2152.64,625,30530,4,0.681,6.9,Widowed,Mortgaged,4,1947.0,1187,9270,None,Good,Approved
44,Male,Self-Employed,Full-time,High School,44780,3731.67,1352.72,641,7905,2,0.4547,6.6,Single,Owned,0,5249.0,2784,4483,Good,Good,Approved
43,Female,Manager,Part-time,Bachelor,106964,8913.67,3740.78,719,15618,3,0.5515,14.1,Married,With Parents,1,33716.0,26399,6924,Bad,Good,Approved
52,Female,Student,Full-time,Bachelor,9043,753.58,530.93,585,7033,1,0.9915,11.8,Married,Rented,0,602.0,350,86,None,None,Rejected
57,Female,Software Engineer,Full-time,Bachelor,83653,6971.08,3420.38,707,28094,2,0.5832,26.2,Married,Owned,2,19672.0,8187,6991,Bad,Good,Approved
32,Female,Sales Executive,Full-time,High School,39572,3297.67,1761.18,315,13673,2,0.6389,4.4,Single,Rented,2,1858.0,952,4382,None,None,Rejected
69,Male,Retired,Unemployed,High School,29920,2493.33,647.32,614,17746,0,0.2596,0.0,Married,Rented,0,1140.0,844,6134,None,Good,Approved
75,Male,Retired,Unemployed,High School,29788,2482.33,654.53,481,7788,0,0.2637,0.0,Married,Owned,1,5814.0,3746,2453,Bad,Bad,Rejected
33,Male,Sales Executive,Full-time,Bachelor,66860,5571.67,1968.77,369,19377,2,0.4661,7.4,Single,Rented,0,5108.0,3132,6703,Bad,Bad,Rejected
43,Female,Student,Full-time,High School,13712,1142.67,936.78,694,2229,0,0.8198,10.7,Married,Mortgaged,3,2496.0,1215,1049,None,Bad,Rejected
45,Male,Student,Part-time,Bachelor,13405,1117.08,940.27,537,2605,0,0.8417,19.0,Single,Owned,0,1016.0,529,2408,Bad,Bad,Rejected
55,Male,Accountant,Full-time,Bachelor,62167,5180.58,1600.43,650,32634,2,0.3737,5.5,Married,Rented,2,7517.0,4559,5030,Good,Bad,Approved
61,Female,Student,Full-time,Master,9841,820.08,714.46,383,3480,2,1.4989,8.5,Married,Rented,0,1372.0,599,460,Bad,Bad,Rejected
50,Male,Teacher,Full-time,Bachelor,48521,4043.42,2141.94,675,29126,0,0.5297,24.9,Married,Rented,1,9234.0,7263,570,Good,Bad,Approved
37,Male,Self-Employed,Self-employed,High School,34455,2871.25,844.26,515,4771,0,0.294,6.7,Married,Owned,4,982.0,638,4434,Bad,Bad,Rejected
69,Male,Retired,Unemployed,Bachelor,20272,1689.33,773.21,715,16003,0,0.4577,0.0,Married,Rented,2,498.0,0,4915,None,Bad,Rejected
40,Female,Manager,Part-time,Bachelor,93388,7782.33,4073.49,450,25687,0,0.5234,0.8,Single,Rented,0,17204.0,6766,2345,Bad,None,Rejected
68,Female,Retired,Unemployed,Bachelor,26706,2225.5,891.24,653,12042,3,0.6859,0.0,Single,Mortgaged,1,4092.0,3075,2416,Good,Good,Approved
45,Female,Manager,Self-employed,Master,148532,12377.67,4437.89,617,96095,1,0.3747,10.8,Divorced,With Parents,0,41992.0,23985,15220,None,None,Approved
42,Male,Manager,Full-time,Master,120918,10076.5,3035.29,789,63105,4,0.4559,8.6,Married,Mortgaged,0,22217.0,15738,16973,Good,None,Approved
33,Other,Student,Full-time,High School,11947,995.58,795.03,434,3566,0,0.7986,6.4,Divorced,Owned,0,4678.0,1610,573,Good,None,Rejected
39,Female,Software Engineer,Full-time,High School,49242,4103.5,2164.45,521,13098,0,0.5275,15.2,Married,Owned,0,3792.0,1726,4696,Bad,Bad,Rejected
69,Male,Retired,Unemployed,Bachelor,22698,1891.5,953.94,429,2555,2,0.8132,0.0,Married,Rented,1,3107.0,2129,1779,Bad,None,Rejected
56,Female,Student,Full-time,Bachelor,13226,1102.17,929.66,522,3176,0,0.8435,4.3,Divorced,Rented,0,2266.0,1771,2062,None,None,Rejected
32,Male,Sales Executive,Full-time,High School,33356,2779.67,717.58,532,4972,0,0.2582,8.6,Married,With Parents,1,3014.0,2001,4774,Bad,Bad,Rejected
61,Female,Manager,Contract,Bachelor,124227,10352.25,3405.54,778,62014,5,0.4189,23.9,Married,Mortgaged,0,36000.0,11400,3942,Good,Good,Approved
39,Female,Sales Executive,Part-time,Bachelor,64190,5349.17,2477.1,850,12058,2,0.5337,17.0,Married,Rented,0,14726.0,10403,11408,Good,Good,Approved
32,Male,Teacher,Full-time,High School,35886,2990.5,1355.81,398,4707,1,0.5197,5.8,Married,Owned,2,5265.0,2688,578,None,Bad,Rejected
29,Other,Software Engineer,Full-time,Bachelor,76234,6352.83,2261.68,620,50779,1,0.4053,1.6,Married,Mortgaged,0,21430.0,10089,2231,None,None,Approved
27,Female,Sales Executive,Full-time,Master,102790,8565.83,4219.38,676,39439,0,0.4926,4.3,Single,Owned,0,15033.0,10972,6676,Good,Bad,Approved
48,Female,Self-Employed,Self-employed,High School,30139,2511.58,805.59,674,17228,4,,12.4,Married,Owned,0,1070.0,494,69,Good,None,Approved
34,Male,Teacher,Full-time,Bachelor,70113,5842.75,2269.21,633,31445,2,0.4447,2.3,Single,Mortgaged,1,8983.0,6277,6808,Good,Good,Approved
51,Male,Nurse,Full-time,Bachelor,72914,6076.17,2380.4,774,24680,0,0.3918,28.2,Single,Rented,1,3077.0,1573,12774,Good,Good,Approved
72,Male,Retired,Unemployed,Master,28399,2366.58,833.62,578,12683,0,0.3522,0.0,Married,Owned,0,1258.0,963,2965,Bad,Bad,Rejected
39,Female,Manager,Contract,PhD,176896,14741.33,7907.25,697,118447,2,0.5696,4.3,Single,Rented,0,50561.0,30738,24134,None,Good,Approved
67,Male,Retired,Unemployed,Bachelor,25435,2119.58,972.9,300,3778,0,0.459,0.0,Divorced,Owned,2,4975.0,3475,512,Bad,Good,Rejected
36,Female,Manager,Full-time,Bachelor,112619,9384.92,3864.33,493,22242,3,0.537,7.4,Divorced,Rented,4,6213.0,2577,15643,Good,None,Rejected
73,Female,Retired,Unemployed,Bachelor,22662,1888.5,761.36,493,2739,5,0.9258,0.0,Divorced,Owned,0,711.0,241,1673,Bad,None,Rejected
25,Male,Student,Full-time,Bachelor,13438,1119.83,888.08,480,2323,2,1.4836,1.6,Single,Mortgaged,1,1474.0,878,1075,Bad,Bad,Rejected
55,Female,Student,Full-time,High School,11743,978.58,911.2,703,8449,1,1.2613,1.0,Married,Rented,0,1066.0,570,2466,Good,Good,Rejected
32,Male,Self-Employed,Contract,High School,31282,2606.83,1290.22,603,20333,0,0.4949,1.0,Married,Rented,0,1146.0,567,2682,None,Bad,Rejected
45,Female,Manager,Full-time,High School,45048,3754.0,1276.8,712,16286,0,0.3401,12.9,Married,Owned,0,5037.0,2153,2277,Good,None,Approved
72,Female,Retired,Unemployed,Bachelor,26905,2242.08,852.41,555,5183,1,0.5475,0.0,Married,Owned,1,3196.0,976,3561,Bad,None,Rejected
41,Male,Sales Executive,Part-time,High School,33299,2774.92,762.76,835,13119,0,0.2749,16.7,Married,Rented,0,10341.0,6428,4979,Good,None,Approved
56,Male,,Self-employed,Master,123112,10259.33,2879.3,588,78817,1,0.3,29.4,Married,Rented,3,5179.0,2277,8117,None,Bad,Approved
73,Male,Retired,Unemployed,High School,31044,2587.0,1011.7,669,4056,0,0.3911,0.0,Married,Owned,1,708.0,377,5009,Bad,None,Rejected
43,Female,Self-Employed,Self-employed,High School,30755,2562.92,1048.4,472,9560,0,0.4091,6.7,Single,Rented,0,4571.0,1655,3381,Bad,Good,Rejected
36,Female,Software Engineer,Full-time,Bachelor,120055,10004.58,3293.59,764,69144,0,0.3292,9.8,Married,Mortgaged,2,16925.0,13158,27498,None,Good,Approved
59,Female,Self-Employed,Full-time,Bachelor,59749,4979.08,2204.91,718,8678,2,0.5679,33.7,Married,Rented,0,8537.0,2588,6542,Bad,Good,Approved
65,Male,Student,Full-time,High School,13083,1090.25,844.7,544,3564,0,0.7748,5.6,Married,Owned,0,2818.0,1115,849,Bad,Bad,Rejected
73,Male,Nurse,Full-time,Bachelor,65879,5489.92,2621.59,572,20360,0,0.4775,8.1,Single,Rented,0,577.0,209,6048,Bad,None,Rejected
62,Male,Accountant,Full-time,PhD,111572,9297.67,2897.91,386,12501,0,0.3117,27.7,Married,Rented,0,38134.0,26456,4071,Bad,None,Rejected
59,Female,Software Engineer,Part-time,High School,65390,5449.17,2252.01,661,24156,0,0.4133,15.2,Married,Owned,0,1359.0,550,12071,Good,Good,Approved
34,Female,Teacher,Full-time,Bachelor,55832,4652.67,2285.78,575,13610,2,0.5967,2.6,Married,Owned,0,10019.0,7672,509,Bad,Bad,Rejected
51,Male,Nurse,Full-time,Master,84767,7063.92,2904.0,728,57403,1,0.4613,0.9,Married,Rented,0,12552.0,6145,10912,Good,Good,Approved
25,Male,Sales Executive,Self-employed,High School,27966,2330.5,1217.43,695,17322,0,0.5224,1.8,Single,With Parents,0,3714.0,2215,2283,Good,Good,Approved
55,Female,Software Engineer,Full-time,Bachelor,87172,7264.33,1943.57,575,68563,0,0.2675,30.8,Married,Rented,4,2561.0,1642,8,Good,Bad,Approved
43,Female,,Full-time,Bachelor,88349,7362.42,3140.03,779,41864,4,0.598,17.1,Married,Owned,0,5677.0,2586,17105,Good,Good,Approved
49,Female,Sales Executive,Full-time,Bachelor,73240,6103.33,2554.41,553,11897,1,0.4585,26.3,Married,Rented,0,3547.0,2058,6515,None,Bad,Rejected
63,Female,Nurse,Part-time,High School,33257,2771.42,1241.89,582,11887,0,0.4481,8.6,Married,Owned,4,8769.0,2631,4131,None,Bad,Rejected
31,Male,Nurse,Full-time,High School,32647,2720.58,1360.35,764,22429,0,0.5,2.3,Married,Owned,1,505.0,331,2068,None,Good,Approved
38,Male,Sales Executive,Contract,Bachelor,67145,5595.42,2617.29,850,25367,0,0.4678,5.0,Married,Rented,1,5525.0,1939,13433,Good,Good,Approved
67,Female,Retired,Unemployed,High School,28759,2396.58,1167.34,701,12049,0,0.4871,0.0,Married,Mortgaged,0,17583.0,5471,6872,None,Good,Approved
32,Female,Self-Employed,Full-time,Bachelor,59237,4936.42,1661.82,475,11503,2,0.398,9.2,Married,Mortgaged,1,661.0,484,1214,Good,Bad,Rejected
29,Male,Nurse,Full-time,Bachelor,68843,5736.92,2101.14,667,18227,0,0.3662,3.0,Married,Owned,0,6262.0,2842,6404,Good,Good,Approved
30,Female,Nurse,Full-time,Bachelor,63258,5271.5,2309.09,602,9566,2,0.5046,1.7,Married,Mortgaged,1,12167.0,8697,10295,Bad,Good,Rejected
64,Female,Sales Executive,Full-time,Master,81999,6833.25,2842.89,337,9281,0,0.416,20.9,Married,Owned,4,1057.0,590,3200,None,Bad,Rejected
37,Female,Manager,Full-time,Bachelor,83311,6942.58,3737.41,707,29555,0,0.5383,1.7,Divorced,Owned,1,2247.0,933,9242,Good,Good,Approved
58,Female,Software Engineer,Full-time,High School,74256,6188.0,1893.84,550,20183,2,0.361,29.4,Divorced,Mortgaged,0,6002.0,1958,9053,None,Good,Approved
27,Male,Self-Employed,Full-time,Master,83716,6976.33,2479.27,726,41934,0,0.3554,3.2,Married,Mortgaged,1,12252.0,9309,8765,Good,Good,Approved
66,Female,Manager,Full-time,High School,62350,5195.83,2191.74,655,33028,1,0.4781,13.8,Married,Owned,1,5666.0,2414,16,None,Bad,Rejected
33,Female,Accountant,Part-time,High School,28267,2355.58,1202.26,636,14106,2,0.7984,0.7,Single,Owned,1,1203.0,554,3001,Good,Bad,Rejected
60,Female,Self-Employed,Full-time,Bachelor,75874,6322.83,3343.54,743,12097,4,0.6869,25.9,Married,Owned,1,4748.0,3159,16763,Good,Good,Approved
62,Female,Software Engineer,Self-employed,Bachelor,86692,7224.33,2534.37,538,24568,0,0.3508,22.4,Married,Rented,1,30434.0,23784,10709,None,Good,Approved
29,Female,Manager,Full-time,Bachelor,95403,7950.25,2147.62,817,35223,0,0.2701,6.2,Married,Mortgaged,1,6506.0,4020,18938,Good,Good,Approved
70,Male,Retired,Unemployed,High School,26943,2245.25,845.3,607,19256,1,0.4996,0.0,Single,Owned,4,2590.0,1815,5758,Good,Good,Approved
47,Female,Manager,Full-time,Bachelor,95249,7937.42,2923.38,602,44569,0,0.3683,7.9,Single,Rented,2,3934.0,2557,567,Good,Good,Approved
22,Female,Manager,Full-time,High School,63990,5332.5,2911.26,695,10184,0,0.5459,0.4,Single,Owned,0,34141.0,16037,11504,Bad,Good,Approved
25,Female,Teacher,Full-time,Master,88047,7337.25,2783.15,719,9372,0,0.3793,0.7,Single,Owned,2,9162.0,4669,7786,None,Bad,Approved
49,Female,Teacher,Full-time,High School,25203,2100.25,717.69,811,14914,1,0.5076,9.2,Single,Mortgaged,0,951.0,521,505,Good,Good,Approved
57,Female,Accountant,Full-time,Master,104728,8727.33,3138.46,619,39834,0,0.3596,7.2,Married,Mortgaged,2,12597.0,4120,11708,Good,None,Approved
58,Male,Student,Full-time,Bachelor,11748,979.0,886.37,699,3543,2,1.5898,24.8,Married,Owned,0,6625.0,4457,1173,Good,Good,Approved
39,Female,Teacher,Part-time,Master,94968,7914.0,2170.85,469,19612,2,0.3609,3.9,Married,Owned,1,,7035,4454,Good,Bad,Rejected
28,Male,Self-Employed,Full-time,Bachelor,71744,5978.67,2062.35,617,10810,0,0.345,5.2,Married,Owned,2,15741.0,9587,6073,None,Bad,Rejected
68,Male,Nurse,Full-time,Bachelor,60542,5045.17,2723.86,759,22666,2,0.6881,12.9,Single,Rented,0,11927.0,7269,10000,Good,None,Approved
65,Female,Student,Full-time,Bachelor,12930,1077.5,954.29,668,4141,0,0.8857,,Divorced,Owned,2,4393.0,2541,1988,Bad,None,Rejected
21,Female,Teacher,Self-employed,High School,31075,2589.58,924.27,694,20513,0,0.3569,0.3,Single,Rented,1,2877.0,1456,895,Good,Good,Approved
42,Male,Manager,Full-time,High School,63487,5290.58,2246.04,624,14119,0,0.4245,2.7,Married,Rented,0,9910.0,7764,3585,Good,None,Approved
72,Male,Manager,Full-time,Master,115339,9611.58,2689.94,518,36298,2,0.3419,15.1,Single,Owned,0,2955.0,922,7988,Good,Bad,Rejected
37,Female,Self-Employed,Full-time,Master,84296,7024.67,2401.9,306,18978,0,0.3419,13.0,Single,Mortgaged,3,4208.0,1997,6827,Bad,Bad,Rejected
27,Male,Student,Full-time,Bachelor,12084,1007.0,763.23,764,2000,0,0.7579,1.7,Married,Owned,0,4544.0,1843,2725,None,Good,Approved
45,Male,Self-Employed,Full-time,High School,29460,2455.0,1012.84,746,22942,4,0.9026,6.7,Single,Mortgaged,1,1189.0,538,323,Good,None,Approved
65,Male,Nurse,Self-employed,Bachelor,68013,5667.75,1790.6,678,41756,0,0.3159,17.2,Married,Rented,2,3765.0,2832,2835,Good,Good,Approved
24,Male,Teacher,Full-time,Bachelor,69025,5752.08,2559.85,606,19469,3,0.6284,1.9,Single,Mortgaged,3,15328.0,7123,2795,Good,Bad,Rejected
56,Male,Teacher,Full-time,Bachelor,68369,5697.42,2970.1,425,17339,0,0.5213,6.3,Married,Owned,2,802.0,309,2067,Bad,None,Rejected
26,Male,Student,Full-time,Bachelor,14703,1225.25,924.03,693,10732,2,1.0795,2.4,Single,Rented,1,911.0,420,3266,Good,Good,Approved
51,Male,Nurse,Full-time,PhD,113361,9446.75,4754.8,580,85198,1,0.5369,27.1,Divorced,Owned,3,3846.0,2313,20899,Bad,Good,Approved
39,Female,,Full-time,High School,11952,996.0,716.8,587,7312,2,1.4525,14.5,Single,With Parents,2,50.0,0,2299,Bad,None,Rejected
64,Female,Sales Executive,Full-time,Bachelor,53589,4465.75,1768.01,695,32655,4,0.647,1.9,Divorced,Rented,2,9449.0,4484,9352,Good,Good,Approved
74,Female,Retired,Unemployed,Bachelor,34604,2883.67,902.38,817,10178,2,0.5396,0.0,Married,Owned,0,5268.0,3340,54,Good,Good,Approved
59,Male,Sales Executive,Full-time,Bachelor,50393,4199.42,1300.68,670,39953,0,0.3097,25.4,Married,Owned,0,15519.0,7736,7691,Good,Good,Approved
47,Male,Manager,Full-time,High School,62057,5171.42,2752.2,343,8391,2,0.649,2.8,Married,Mortgaged,1,5270.0,3107,7364,Bad,Bad,Rejected
30,Female,Sales Executive,Full-time,High School,31772,2647.67,1266.81,593,5165,1,0.6259,0.9,Married,Mortgaged,1,2235.0,743,3431,Bad,Bad,Rejected
46,Male,Software Engineer,Full-time,Master,121121,10093.42,4631.56,550,94978,0,0.4589,8.0,Single,Mortgaged,0,10958.0,6657,9222,Bad,Bad,Rejected
39,Female,Teacher,Full-time,Bachelor,52246,4353.83,1400.53,496,5407,3,0.5839,13.0,Married,Mortgaged,0,15905.0,9952,8139,Bad,Bad,Rejected
59,Female,Teacher,Self-employed,Bachelor,73693,6141.08,1753.72,712,34276,0,0.2856,30.4,Single,Mortgaged,1,27612.0,12667,15489,None,Good,Approved
23,Female,Student,Part-time,Master,10280,856.67,600.93,687,4397,0,0.7015,0.0,Single,Rented,0,2349.0,938,2339,Good,None,Approved
65,Male,Sales Executive,Full-time,Bachelor,76370,6364.17,2332.02,477,26490,0,0.3664,10.5,Single,Owned,0,13753.0,7923,10549,Bad,Bad,Rejected
33,Male,Student,Full-time,High School,10330,860.83,725.33,798,3901,1,1.0527,2.9,Married,Owned,0,2218.0,1407,738,Good,Good,Approved
70,Female,Retired,Unemployed,Bachelor,32095,2674.58,869.65,418,7245,1,0.3925,0.0,Single,Rented,2,8873.0,4221,1570,None,None,Rejected
48,Male,Student,Part-time,Bachelor,10504,875.33,798.75,701,2000,1,1.2235,6.7,Married,Rented,1,623.0,426,858,Good,None,Rejected
40,Female,Accountant,Full-time,Bachelor,59007,4917.25,2119.12,382,7242,0,0.431,0.6,Married,Rented,0,3788.0,2858,4280,Bad,None,Rejected
48,Female,Sales Executive,Self-employed,Bachelor,64982,5415.17,1590.46,751,44389,1,0.3546,16.9,Widowed,Owned,0,34678.0,11732,5801,Good,Good,Approved
28,Other,Accountant,Full-time,Bachelor,56732,4727.67,2212.27,337,12335,3,0.7063,4.4,Married,Rented,1,4415.0,2153,6144,Bad,Bad,Rejected
61,Male,Accountant,Full-time,Bachelor,56445,4703.75,1468.69,449,7384,0,0.3122,11.5,Married,Owned,2,1668.0,1122,6283,Good,Bad,Rejected
59,Female,Nurse,Contract,Master,78709,6559.08,2491.8,639,28196,1,0.4109,22.7,Married,Rented,1,2283.0,1013,5523,Good,Good,Approved
21,Female,Nurse,Full-time,High School,36673,3056.08,1356.85,596,10986,0,0.444,0.0,Single,Rented,0,10703.0,4447,3955,Bad,Bad,Rejected
23,Male,Student,Part-time,High School,11999,999.92,795.96,572,5871,0,0.796,0.0,Single,Owned,0,2384.0,1509,189,Bad,Good,Rejected
33,Male,Self-Employed,Full-time,Bachelor,65513,5459.42,2567.26,613,8910,1,0.5307,2.6,Single,Mortgaged,2,9979.0,7564,3530,Good,None,Approved
48,Female,Nurse,Full-time,High School,33295,2774.58,1474.34,631,8572,0,0.5314,16.9,Divorced,Rented,0,2874.0,1103,2570,Bad,Good,Approved
69,Male,Retired,Unemployed,High School,30304,2525.33,1032.29,586,10560,1,0.5662,0.0,Married,Mortgaged,1,4566.0,2293,410,Bad,Bad,Rejected
45,Male,Sales Executive,Full-time,Master,104175,8681.25,2196.28,560,78105,1,0.2848,17.3,Married,Owned,0,46483.0,17838,17817,Bad,None,Approved
53,Male,Software Engineer,Full-time,Master,130361,10863.42,3818.92,570,69911,0,0.3515,4.5,Married,Owned,0,6843.0,2120,8297,None,Bad,Rejected
58,Female,Accountant,Full-time,Bachelor,62962,5246.83,1939.18,773,28520,0,0.3696,19.0,Married,Owned,0,39214.0,27351,12572,None,Good,Approved
73,Female,Retired,Unemployed,High School,22872,1906.0,670.44,641,5342,3,,0.0,Married,Owned,1,1431.0,833,167,Good,Good,Approved
26,Female,Nurse,Full-time,High School,24620,2051.67,781.44,385,6038,0,0.3809,2.2,Married,Owned,0,2507.0,899,205,Bad,None,Rejected
